post_id,text,post_text,shared_text,time,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,link,user_id,is_live,images
10158966942139882,"নক্ষত্রের নিচে ঘাসের বিছানায় বসে অনেক পুরনো শিশিরভেজা গল্প;
সিগারেটের ধোঁয়া;
টেরিকাটা কয়েকটা মানুষের মাথা;
এলোমেলো কয়েকটা বন্দুক – হিম – নিস্পন্দ নিরপরাধ ঘুম।","নক্ষত্রের নিচে ঘাসের বিছানায় বসে অনেক পুরনো শিশিরভেজা গল্প;
সিগারেটের ধোঁয়া;
টেরিকাটা কয়েকটা মানুষের মাথা;
এলোমেলো কয়েকটা বন্দুক – হিম – নিস্পন্দ নিরপরাধ ঘুম।",,2021-01-20 20:39:25,,,,,1314,11,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158966942139882,,15330419881,False,[]
10158966624144882,"দূরের নদীর মতো সুর তুলে অন্য এক ঘ্রাণ – অবসাদ-
আমাদের ডেকে লয়,- তুলে লয় আমাদের ক্লান্ত মাথা – অবসন্ন হাত।","দূরের নদীর মতো সুর তুলে অন্য এক ঘ্রাণ – অবসাদ-
আমাদের ডেকে লয়,- তুলে লয় আমাদের ক্লান্ত মাথা – অবসন্ন হাত।",,2021-01-20 18:33:51,,,,,2287,20,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158966624144882,,15330419881,False,[]
10158966353169882,"শুক্লা একাদশী রাতে বিধবার বিছানায় যেই জ্যোৎস্না ভাসে
তারি বুকে চুপে চুপে কবি আসে,- সুর তার আসে।","শুক্লা একাদশী রাতে বিধবার বিছানায় যেই জ্যোৎস্না ভাসে
তারি বুকে চুপে চুপে কবি আসে,- সুর তার আসে।",,2021-01-20 16:36:12,,,,,1472,16,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158966353169882,,15330419881,False,[]
10158935377379882,"হায় চিল, সোনালি ডানার চিল, এই ভিজে মেঘের দুপুরে
তুমি আর কেঁদো নাকো উড়ে উড়ে ধানসিড়ি নদীটির পাশে!
তোমার কান্নার সুরে বেতের ফলের মতো তার ম্লান চোখ মনে আসে!","হায় চিল, সোনালি ডানার চিল, এই ভিজে মেঘের দুপুরে
তুমি আর কেঁদো নাকো উড়ে উড়ে ধানসিড়ি নদীটির পাশে!
তোমার কান্নার সুরে বেতের ফলের মতো তার ম্লান চোখ মনে আসে!",,2021-01-20 04:49:53,,,,,1592,22,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158935377379882,,15330419881,False,[]
10158964424939882,"পৃথিবীর আলো - অন্ধকারে এই মানবজীবন
একদিন শুভ পাবে; হয়তো অতীতেই পেত;
সবাই সবার হলে; ক্ষুধা পেলে কেউ
একগাল বাতাস কি খেত।","পৃথিবীর আলো - অন্ধকারে এই মানবজীবন
একদিন শুভ পাবে; হয়তো অতীতেই পেত;
সবাই সবার হলে; ক্ষুধা পেলে কেউ
একগাল বাতাস কি খেত।",,2021-01-19 23:19:04,,,,,1836,12,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158964424939882,,15330419881,False,[]
10158962618564882,"কুড়ি বছরের পরে সেই কুয়াশায় পাই যদি হঠাৎ তোমারে!

pc- Bashar Nahid","কুড়ি বছরের পরে সেই কুয়াশায় পাই যদি হঠাৎ তোমারে!

pc- Bashar Nahid",,2021-01-19 04:58:13,https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/138880192_10158962618514882_5186921697233942313_o.jpg?_nc_cat=108&ccb=2&_nc_sid=110474&_nc_ohc=gOiPoV2M0CYAX_W7XP1&_nc_ht=scontent-ams4-1.xx&tp=14&oh=a41db9883f838bb522997691bbcf53ad&oe=60398520,,,,6030,70,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158962618564882,,15330419881,False,['https://scontent-ams4-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/138880192_10158962618514882_5186921697233942313_o.jpg?_nc_cat=108&ccb=2&_nc_sid=110474&_nc_ohc=gOiPoV2M0CYAX_W7XP1&_nc_ht=scontent-ams4-1.xx&tp=14&oh=a41db9883f838bb522997691bbcf53ad&oe=60398520']
10158935372504882,"আমারো ইচ্ছে করে এই ঘাসের এই ঘ্রাণ হরিৎ মদের মতো
গেলাসে গেলাসে পান করি,","আমারো ইচ্ছে করে এই ঘাসের এই ঘ্রাণ হরিৎ মদের মতো
গেলাসে গেলাসে পান করি,",,2021-01-19 03:43:54,,,,,1474,12,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158935372504882,,15330419881,False,[]
10158961541624882,"আমারে সে ভালোবাসিয়াছে,
আসিয়াছে কাছে,
উপেক্ষা সে করেছে আমারে,
ঘৃণা ক’রে চ’লে গেছে- যখন ডেকেছি বারে-বারে
ভালোবেসে তারে;
তবুও সাধনা ছিল একদিন,- এই ভালোবাসা;","আমারে সে ভালোবাসিয়াছে,
আসিয়াছে কাছে,
উপেক্ষা সে করেছে আমারে,
ঘৃণা ক’রে চ’লে গেছে- যখন ডেকেছি বারে-বারে
ভালোবেসে তারে;
তবুও সাধনা ছিল একদিন,- এই ভালোবাসা;",,2021-01-18 19:16:35,,,,,2892,25,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158961541624882,,15330419881,False,[]
10158935371359882,কাঁচা বাতাবির মতো সবুজ ঘাস-- তেমনি সুঘ্রাণ--,কাঁচা বাতাবির মতো সবুজ ঘাস-- তেমনি সুঘ্রাণ--,,2021-01-18 03:00:22,,,,,1321,7,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158935371359882,,15330419881,False,[]
10158959107734882,"তোমার মুখের দিকে তাকালে এখনো
আমি সেই পৃথিবীর সমুদ্রে নীল,
দুপুরের শূন্য সব বন্দরের ব্যথা,
বিকেলের উপকন্ঠে সাগরের চিল,
নক্ষত্র, রাত্রির জল, যুবাদের ক্রন্দন সব–
শ্যামলী, করেছি অনুভব।","তোমার মুখের দিকে তাকালে এখনো
আমি সেই পৃথিবীর সমুদ্রে নীল,
দুপুরের শূন্য সব বন্দরের ব্যথা,
বিকেলের উপকন্ঠে সাগরের চিল,
নক্ষত্র, রাত্রির জল, যুবাদের ক্রন্দন সব–
শ্যামলী, করেছি অনুভব।",,2021-01-17 18:06:09,,,,,2114,14,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158959107734882,,15330419881,False,[]
10158958381394882,"মাঝে মাঝে অনেক দূর থেকে শ্মশানের চন্দনকাঠের চিতার গন্ধ,
আগুনের — ঘিয়ের ঘ্রাণ;
বিকেলে
অসম্ভব বিষন্নতা।","মাঝে মাঝে অনেক দূর থেকে শ্মশানের চন্দনকাঠের চিতার গন্ধ,
আগুনের — ঘিয়ের ঘ্রাণ;
বিকেলে
অসম্ভব বিষন্নতা।",,2021-01-17 11:08:02,,,,,1581,20,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158958381394882,,15330419881,False,[]
10158935370319882,"কচি লেবুপাতার মতো নরম সবুজ আলোয়
পৃথিবী ভরে গিয়েছে এই ভোরের বেলা;","কচি লেবুপাতার মতো নরম সবুজ আলোয়
পৃথিবী ভরে গিয়েছে এই ভোরের বেলা;",,2021-01-17 03:30:59,,,,,2100,25,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158935370319882,,15330419881,False,[]
10158935365579882,"আজকের জীবনের এই টুকরো টুকরো মৃত্যু আর থাকত না:
থাকত না আজকের জীবনের টুকরো টুকরো সাধের ব্যর্থতা ও অন্ধকার;
আমি যদি বনহংস হতাম,
বনহংসী হতে যদি তুমি;","আজকের জীবনের এই টুকরো টুকরো মৃত্যু আর থাকত না:
থাকত না আজকের জীবনের টুকরো টুকরো সাধের ব্যর্থতা ও অন্ধকার;
আমি যদি বনহংস হতাম,
বনহংসী হতে যদি তুমি;",,2021-01-16 03:36:17,,,,,1903,19,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158935365579882,,15330419881,False,[]
10158954023874882,"এই সব শীতের রাতে
আমার হৃদয়ে মৃত্যু আসে;","এই সব শীতের রাতে
আমার হৃদয়ে মৃত্যু আসে;",,2021-01-15 23:05:03,,,,,2021,21,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158954023874882,,15330419881,False,[]
10158953524404882,"জীবন হয়েছে এক প্রার্থনার গানের মতন
তুমি আছ ব’লে প্রেম,- গানের ছন্দের মতো মন
আলো আর অন্ধকারে দুলে ওঠে তুমি আছ ব’লে!
হৃদয় গন্ধের মতো– হৃদয় ধূপের মতো জ্ব’লে
ধোঁয়ার চামর তুলে তোমারে যে করিছে ব্যজন!
ওগো প্রেম ,-বাতাসের মতো যেই দিকে যাও চ’লে
আমারে উড়ায়ে লও আগুনের মতন তখন!
আমি শেষ হব শুধু, ওগো প্রেম, তুমি শেষ হলে!
তুমি যদি বেঁচে থাকো,- জেগে রবো আমি এই পৃথিবীর’পর,-","জীবন হয়েছে এক প্রার্থনার গানের মতন
তুমি আছ ব’লে প্রেম,- গানের ছন্দের মতো মন
আলো আর অন্ধকারে দুলে ওঠে তুমি আছ ব’লে!
হৃদয় গন্ধের মতো– হৃদয় ধূপের মতো জ্ব’লে
ধোঁয়ার চামর তুলে তোমারে যে করিছে ব্যজন!
ওগো প্রেম ,-বাতাসের মতো যেই দিকে যাও চ’লে
আমারে উড়ায়ে লও আগুনের মতন তখন!
আমি শেষ হব শুধু, ওগো প্রেম, তুমি শেষ হলে!
তুমি যদি বেঁচে থাকো,- জেগে রবো আমি এই পৃথিবীর’পর,-",,2021-01-15 18:51:57,,,,,1445,12,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158953524404882,,15330419881,False,[]
10158952858389882,"ধানসিড়ি নদীটির বিকেল বেলার মৌন জলে
বেতের ফলের মতো যেই চোখ, যেই রূপ
ধরা দেয় পৃথিবীর নীরব আঁচলে
দেখিলাম তাহা
আবার তাহার মুখ দেখিলাম, আহা।","ধানসিড়ি নদীটির বিকেল বেলার মৌন জলে
বেতের ফলের মতো যেই চোখ, যেই রূপ
ধরা দেয় পৃথিবীর নীরব আঁচলে
দেখিলাম তাহা
আবার তাহার মুখ দেখিলাম, আহা।",,2021-01-15 13:09:43,,,,,1238,10,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158952858389882,,15330419881,False,[]
10158935363449882,"তোমার পাখনায় আমার পালক, আমার পাখনায় তোমার রক্তের স্পন্দন-

Join- ""আমার জীবনানন্দ আবিষ্কার""","তোমার পাখনায় আমার পালক, আমার পাখনায় তোমার রক্তের স্পন্দন-

Join- ""আমার জীবনানন্দ আবিষ্কার""",,2021-01-15 05:33:39,,,,,4342,436,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158935363449882,,15330419881,False,[]
10158950489384882,"অনেক অপরিমেয় যুগ কেটে গেল;
মানুষকে স্থির- স্থিরতর হতে দেবে না সময়;
সে কিছু চেয়েছে বলে এত রক্ত নদী।","অনেক অপরিমেয় যুগ কেটে গেল;
মানুষকে স্থির- স্থিরতর হতে দেবে না সময়;
সে কিছু চেয়েছে বলে এত রক্ত নদী।",,2021-01-14 15:58:36,,,,,1977,15,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158950489384882,,15330419881,False,[]
10158935362049882,"আমি যদি হতাম বনহংস;
বনহংসী হতে যদি তুমি;
কোনো এক দিগন্তের জলসিঁড়ি নদীর ধারে
ধানক্ষেতের কাছে
ছিপছিপে শরের ভিতর
এক নিরালা নীড়ে;","আমি যদি হতাম বনহংস;
বনহংসী হতে যদি তুমি;
কোনো এক দিগন্তের জলসিঁড়ি নদীর ধারে
ধানক্ষেতের কাছে
ছিপছিপে শরের ভিতর
এক নিরালা নীড়ে;",,2021-01-14 04:32:26,,,,,1586,22,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158935362049882,,15330419881,False,[]
10158947947189882,"পৃথিবীর তৃণ
ঝ’রে পড়ে,- পৃথিবীর রাত্রি আর দিন
কেটে যায়!
উচ্ছৃঙ্খল বিশৃঙ্খলা,- তারি তলে হায়!","পৃথিবীর তৃণ
ঝ’রে পড়ে,- পৃথিবীর রাত্রি আর দিন
কেটে যায়!
উচ্ছৃঙ্খল বিশৃঙ্খলা,- তারি তলে হায়!",,2021-01-13 20:32:54,,,,,1887,9,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158947947189882,,15330419881,False,[]
10158947438474882,"তোমার পাখনায় আমার পালক, আমার পাখনায় তোমার রক্তের স্পন্দন-
নীল আকাশে খইক্ষেতের সোনালি ফুলের মতো অজস্র তারা,
শিরীষ বনের সবুজ রোমশ নীড়ে
সোনার ডিমের মতো
ফাল্গুনের চাঁদ।","তোমার পাখনায় আমার পালক, আমার পাখনায় তোমার রক্তের স্পন্দন-
নীল আকাশে খইক্ষেতের সোনালি ফুলের মতো অজস্র তারা,
শিরীষ বনের সবুজ রোমশ নীড়ে
সোনার ডিমের মতো
ফাল্গুনের চাঁদ।",,2021-01-13 16:43:26,,,,,978,10,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158947438474882,,15330419881,False,[]
10158928241044882,"আমার হৃদয় পৃথিবী ছিঁড়ে উড়ে গেল,
নীল হাওয়ার সমুদ্রে স্ফীত মাতাল বেলুনের মতো গেল উড়ে,
একটা দূর নক্ষত্রের মাস্তুলকে তারায়-তারায় উড়িয়ে নিয়ে চলল
একটা দুরন্ত শকুনের মতো।","আমার হৃদয় পৃথিবী ছিঁড়ে উড়ে গেল,
নীল হাওয়ার সমুদ্রে স্ফীত মাতাল বেলুনের মতো গেল উড়ে,
একটা দূর নক্ষত্রের মাস্তুলকে তারায়-তারায় উড়িয়ে নিয়ে চলল
একটা দুরন্ত শকুনের মতো।",,2021-01-13 11:37:24,,,,,1096,7,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158928241044882,,15330419881,False,[]
10158944442724882,"তোমার নিকট থেকে সর্বদাই বিদায়ের কথা ছিলো
সব চেয়ে আগে; জানি আমি।
সে-দিনও তোমার সাথে মুখ-চেনা হয় নাই।
তুমি যে এ-পৃথিবীতে র’য়ে গেছো।
আমাকে বলেনি কেউ।","তোমার নিকট থেকে সর্বদাই বিদায়ের কথা ছিলো
সব চেয়ে আগে; জানি আমি।
সে-দিনও তোমার সাথে মুখ-চেনা হয় নাই।
তুমি যে এ-পৃথিবীতে র’য়ে গেছো।
আমাকে বলেনি কেউ।",,2021-01-12 19:19:10,,,,,1374,9,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158944442724882,,15330419881,False,[]
10158928239259882,"আমার হৃদয় পৃথিবী ছিঁড়ে উড়ে গেল,
নীল হাওয়ার সমুদ্রে স্ফীত মাতাল বেলুনের মতো গেল উড়ে,","আমার হৃদয় পৃথিবী ছিঁড়ে উড়ে গেল,
নীল হাওয়ার সমুদ্রে স্ফীত মাতাল বেলুনের মতো গেল উড়ে,",,2021-01-12 04:07:14,,,,,1548,9,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158928239259882,,15330419881,False,[]
10158942085264882,"পৃথিবীর গভীর গভীরতর অসুখ এখন;
মানুষ তবুও ঋণী পৃথিবীরই কাছে।","পৃথিবীর গভীর গভীরতর অসুখ এখন;
মানুষ তবুও ঋণী পৃথিবীরই কাছে।",,2021-01-11 20:14:38,,,,,3468,24,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158942085264882,,15330419881,False,[]
10158928236859882,"হৃদয় ভরে গিয়েছে আমার বিস্তীর্ণ ফেল্টের সবুজ ঘাসের গন্ধে,
দিগন্ত-প্লাবিত বলীয়ান রৌদ্রের আঘ্রাণে
মিলনোন্মত্ত বাঘিনীর গর্জনের মতো অন্ধকারের চঞ্চল বিরাট সজীব রোমশ উচ্ছ্বাসে,
জীবনের দুর্দান্ত নীল মত্ততায়!","হৃদয় ভরে গিয়েছে আমার বিস্তীর্ণ ফেল্টের সবুজ ঘাসের গন্ধে,
দিগন্ত-প্লাবিত বলীয়ান রৌদ্রের আঘ্রাণে
মিলনোন্মত্ত বাঘিনীর গর্জনের মতো অন্ধকারের চঞ্চল বিরাট সজীব রোমশ উচ্ছ্বাসে,
জীবনের দুর্দান্ত নীল মত্ততায়!",,2021-01-11 04:34:16,,,,,992,5,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158928236859882,,15330419881,False,[]
10158938920189882,"আমার এমন কাছে — আশ্বিনের এত বড় অকূল আকাশে
আর কাকে পাব এই সহজ গভীর অনায়াসে –’
বলতেই নিখিলের অন্ধকার দরকারে পাখি গেল উড়ে
প্রকৃতিস্থ প্রকৃতির মতো শব্দে — প্রেম অপ্রেম থেকে দূরে।","আমার এমন কাছে — আশ্বিনের এত বড় অকূল আকাশে
আর কাকে পাব এই সহজ গভীর অনায়াসে –’
বলতেই নিখিলের অন্ধকার দরকারে পাখি গেল উড়ে
প্রকৃতিস্থ প্রকৃতির মতো শব্দে — প্রেম অপ্রেম থেকে দূরে।",,2021-01-10 19:43:04,,,,,1044,15,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158938920189882,,15330419881,False,[]
10158938705294882,"সমস্ত সন্দেহ থেকে হৃদয়কে সরিয়ে এবার
শান্ত স্থির পরিষ্কার করে
চেয়ে দেখি মাছরাঙা সূর্য নিভে গেছে;
অন্য প্রেমিককে পাবে অন্য এক ভোরে।","সমস্ত সন্দেহ থেকে হৃদয়কে সরিয়ে এবার
শান্ত স্থির পরিষ্কার করে
চেয়ে দেখি মাছরাঙা সূর্য নিভে গেছে;
অন্য প্রেমিককে পাবে অন্য এক ভোরে।",,2021-01-10 18:08:00,,,,,2347,16,0,https://facebook.com/timirbidary.jibanananda.das/posts/10158938705294882,,15330419881,False,[]
